"ID","PropertyNumber","PropertyScanName","OriginalFileName","FileSize","FileName","ItemType","InfoText","Maps","Author","Comments","FolderName","Dates","MapsToReview","Rescan_file","xRef_Prop_Comments","Year","Company","Initials","EntryDate"
8519,"SP0005","SP0005_004",,260,"SP0005_004.pdf","image","Looking North-NE at closed Adit.",0,,,,"1997",,FALSE,,1997,,"cat","2015-10-20 00:00:00"
8520,"SP0005","SP0005_005",,272,"SP0005_005.pdf","image","Looking South-SW from Adit.",0,,,,"1997",,FALSE,,1997,,"cat","2015-10-20 00:00:00"
8521,"SP0005","SP0005_006",,190,"SP0005_006.pdf","image","Looking West at graded dump (Flags 50' apart).",0,,,,"1997",,FALSE,,1997,,"cat","2015-10-20 00:00:00"
8522,"SP0005","SP0005_007",,245,"SP0005_007.pdf","image","Looking East at Quarry #1 (Old quarry below graded dump).",0,,,,"1997",,FALSE,,1997,,"cat","2015-10-20 00:00:00"
8523,"SP0005","SP0005_008",,156,"SP0005_008.pdf","image","Looking North at short Adit at base of quarry face.",0,,,,"1997",,FALSE,,1997,,"cat","2015-10-20 00:00:00"
8524,"SP0005","SP0005_009",,262,"SP0005_009.pdf","image","Looking East at face of Quarry #1.",0,,,,"1997",,FALSE,,1997,,"cat","2015-10-20 00:00:00"
8525,"SP0005","SP0005_010",,295,"SP0005_010.pdf","image","Looking East from Quarry #2.",0,,,,"1997",,FALSE,,1997,,"cat","2015-10-20 00:00:00"
8526,"SP0005","SP0005_011",,249,"SP0005_011.pdf","image","Looking North from Quarry",0,,,,"1997",,FALSE,,1997,,"cat","2015-10-20 00:00:00"
8527,"SP0006","SP0006_001",,21250,"SP0006_001.pdf","Idaho State Mine Inspector Report",,0,,,,"1921-1930",,FALSE,,1929,"Argus Mining","cat","2015-10-20 00:00:00"
8528,"SP0006","SP0006_002",,1397,"SP0006_002.pdf","assay","Assay, memo, and map. Assay and map are concerned with SP0049. Memo is to R. King and discusses visits to SP0006, SP0028, and SP0049.",0,"K.A. Tallmadge",,,"Oct., 1957",,FALSE,,1957,"Sunshine Mining","cat","2015-10-20 00:00:00"
8529,"SP0006","SP0006_003",,8148,"SP0006_003.pdf","report","Geologic report including IBMG memo and USBM Examination Report and map of intermediate level showing workings and surface improvements (1952).",0,"C.G. Fennell",,,"Jul. 17, 1942",,FALSE,,1942,,"cat","2015-10-20 00:00:00"
8530,"SP0006","SP0006_004",,262,"SP0006_004.pdf","map","Mine map.",1,"C.F.H.",,,"undated",,FALSE,,,,"cat","2015-10-20 00:00:00"
8531,"SP0006","SP0006_005",,483,"SP0006_005.pdf","map","Mine Map of upper tunnel with sample locations and geology.",1,"C.F.H.",,,"Jun. 7, 1946",,FALSE,,1946,,"cat","2015-10-20 00:00:00"
8532,"SP0006","SP0006_007",,252,"SP0006_007.pdf","news article","Discovery of tungsten ore at Vulcan.",0,,,,"Oct. 9, 1952",,FALSE,,1952,,"cat","2015-10-20 00:00:00"
8533,"SP0006","SP0006_008",,5050,"SP0006_008.pdf","Forest Service report","USFS Site Inspection reports for Abandoned and Inactive Mines in Idaho.",0,"W.C.R.",,,"Sep. 9, 1996",,FALSE,,1996,,"cat","2015-10-20 00:00:00"
8534,"SP0006","SP0006_009",,223,"SP0006_009.pdf","image","Adit for Vulcan Mine.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-20 00:00:00"
8535,"SP0006","SP0006_010",,203,"SP0006_010.pdf","image","Dump for Vulcan Mine.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-20 00:00:00"
8536,"SP0006","SP0006_011",,255,"SP0006_011.pdf","image","Water flowing from Vulcan Mine adit.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-20 00:00:00"
8537,"SP0007","SP0007_001",,4620,"SP0007_001.pdf","Forest Service report","USFS Site Inspection report for Abandoned and Inactive Mines in Idaho.",0,"J. Kauffman/W.C.R.",,,"Sep. 2, 1996",,FALSE,,1996,,"cat","2015-10-22 00:00:00"
8538,"SP0007","SP0007_002",,72,"SP0007_002.pdf","image","Dump partialy removed from site.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-22 00:00:00"
8539,"SP0008","SP0008_001",,7858,"SP0008_001.pdf","Idaho State Mine Inspector Report",,0,,,,"1913-1916",,FALSE,,1913,"Dixie Queen Copper Mining & Milling","cat","2015-10-22 00:00:00"
8540,"SP0009","SP0009_001",,40,"SP0009_001.pdf","image","Caved prospect on North (?) Gold Creek.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-22 00:00:00"
8541,"SP0010","SP0010_001",,19644,"SP0010_001.pdf","Idaho State Mine Inspector Report","Spokane Portland Cement; Great Western Aggregates",0,,,,"1924-1964",,FALSE,,1924,"International Portaland Cement","cat","2015-10-23 00:00:00"
8542,"SP0010","SP0010_002",,1316,"SP0010_002.pdf","report","IBMG Summary Report of Examination of Mine or Mineral Deposit. Includes map.",0,,,,"Jun. 23, 1956",,FALSE,,1956,,"cat","2015-10-23 00:00:00"
8543,"SP0010","SP0010_003",,56,"SP0010_003.pdf","image","Limestone quarry East pit.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-22 00:00:00"
8544,"SP0010","SP0010_004",,76,"SP0010_004.pdf","image","Limestone quarry East pit, different view.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-22 00:00:00"
8545,"SP0010","SP0010_005",,49,"SP0010_005.pdf","image","Limestone quarry East pit, larger area.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-23 00:00:00"
8546,"SP0010","SP0010_006",,79,"SP0010_006.pdf","image","Limestone quarry West pit 0-100 ft. deep.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-23 00:00:00"
8547,"SP0010","SP0010_007",,83,"SP0010_007.pdf","image","Limestone quarry (?) contains shaft, very dangerous.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-23 00:00:00"
8548,"SP0012","SP0012_001",,30509,"SP0012_001.pdf","Idaho State Mine Inspector Report",,0,,,,"1954-1964",,FALSE,,1954,"Echo Bay Lead-Silver Mines","cat","2015-10-23 00:00:00"
8549,"SP0012","SP0012_002",,772,"SP0012_002.pdf","news article","Collection of newspaper clippings, some very poor quality.",0,,,,"undated",,FALSE,,,,"cat","2015-10-23 00:00:00"
8550,"SP0012","SP0012_003",,2765,"SP0012_003.pdf","miscellaneous","Memo to R.H. McConnel. Includes geologic map of Pend Oreille Mining District, and mine maps of Echo Bay mine.",5,"E.O. Bracken",,,"May 5, 1959",,FALSE,,1959,,"cat","2015-10-23 00:00:00"
8551,"SP0013","SP0013_001",,6187,"SP0013_001.pdf","Idaho State Mine Inspector Report",,0,,,,"1905-1916",,FALSE,,1905,"Sandpoint Mining & Development","cat","2015-10-23 00:00:00"
8552,"SP0013","SP0013_002",,4997,"SP0013_002.pdf","Forest Service report","USFS Site Inspection report for Abandoned and Inactive Mines in Idaho. Last page is back of page 4 (in .pdf).",0,"W.C.R.",,,"Sep. 2, 1996",,FALSE,,1996,,"cat","2015-10-23 00:00:00"
8553,"SP0013","SP0013_003",,1069,"SP0013_003.pdf","assay","Assay with map and handwritten descriptions.",0,"G.L.O.",,,"Sep., 1985",,FALSE,,1985,,"cat","2015-10-23 00:00:00"
8554,"SP0013","SP0013_004",,3276,"SP0013_004.pdf","miscellaneous","Correspondence, maps, newspaper articles, and a letter from Burlington Northern Inc. regarding claim filing.",3,"G.L. Ojala",,,"1970-1980",,FALSE,,1980,"Sunshine Mining","cat","2015-10-23 00:00:00"
8555,"SP0013","SP0013_005",,78,"SP0013_005.pdf","image","Adit #1.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-23 00:00:00"
8556,"SP0013","SP0013_006",,82,"SP0013_006.pdf","image","Dump above adit.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-23 00:00:00"
8557,"SP0013","SP0013_007",,74,"SP0013_007.pdf","image","#2 Adit caved and branched.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-23 00:00:00"
8558,"SP0013","SP0013_008",,80,"SP0013_008.pdf","image","Dump for Adit #2.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-23 00:00:00"
8559,"SP0013","SP0013_009",,94,"SP0013_009.pdf","image","Adit #3.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-23 00:00:00"
8560,"SP0013","SP0013_010",,72,"SP0013_010.pdf","image","Close up of open Adit #3.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-23 00:00:00"
8561,"SP0013","SP0013_011",,87,"SP0013_011.pdf","image","Dumps for Adit #4.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-23 00:00:00"
8562,"SP0013","SP0013_012",,88,"SP0013_012.pdf","image","Open Adit #5.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-23 00:00:00"
8563,"SP0013","SP0013_013",,84,"SP0013_013.pdf","image","Dumps for Adit #5.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-23 00:00:00"
8564,"SP0014","SP0014_001",,1417,"SP0014_001.pdf","report","Report, assay results, assay sample map, and location map.",0,"T.C. Depew",,,"undated",,FALSE,,,,"cat","2015-10-27 00:00:00"
8565,"SP0014","SP0014_002",,74,"SP0014_002.pdf","image","Looking E or SE across face of upper waste dump from toe of dump.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-27 00:00:00"
8566,"SP0014","SP0014_003",,76,"SP0014_003.pdf","image","Looking SE at small collapsed adit; Adit #1 or upper adit.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-27 00:00:00"
8567,"SP0014","SP0014_004",,68,"SP0014_004.pdf","image","Looking SE at small rock pile on main dump.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-27 00:00:00"
8568,"SP0014","SP0014_005",,79,"SP0014_005.pdf","image","Looking NE down face of overgrown waste dump.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-27 00:00:00"
8569,"SP0014","SP0014_006",,83,"SP0014_006.pdf","image","Looking South at open lower adit, Adit #2.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-27 00:00:00"
8570,"SP0015","SP0015_001",,2702,"SP0015_001.pdf","report","Memo to D. Mann regarding property examination. Includes location map.",0,"A. Cook",,,"Jul. 8, 1980",,FALSE,,1980,,"cat","2015-10-27 00:00:00"
8571,"SP0015","SP0015_002",,46,"SP0015_002.pdf","image","Wieberg #2 Adit from dump looking south.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-27 00:00:00"
8572,"SP0015","SP0015_003",,63,"SP0015_003.pdf","image","Wieberg #2 Adit from dump looking south-closer view.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-27 00:00:00"
8573,"SP0015","SP0015_004",,64,"SP0015_004.pdf","image","Adit 31 with water in foreground.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-27 00:00:00"
8574,"SP0016","SP0016_001",,53111,"SP0016_001.pdf","Idaho State Mine Inspector Report","Silver Leaf Mines",0,,,,"1918-1959",,FALSE,,1918,"Silver Leaf Mining","cat","2015-10-27 00:00:00"
8575,"SP0016","SP0016_002",,5496,"SP0016_002.pdf","Forest Service report","USFS Site Inspection report for Abandoned and Inactive Mines in Idaho.",0,"J. Kauffman/W.C.R.",,,"Sep. 3, 1996",,FALSE,,1996,,"cat","2015-10-27 00:00:00"
8576,"SP0016","SP0016_003",,1454,"SP0016_003.pdf","report","Memo to R.L. Russel concerning Silver Leaf and Conjecture geology. Includes map.",0,"D.C. Long",,,"Nov. 22, 1972",,FALSE,,1972,"Sunshine Mining","cat","2015-10-27 00:00:00"
8577,"SP0016","SP0016_004",,830,"SP0016_004.pdf","report","Recommendations about Silver Leaf properties and Keep Cool mine.",0,"T. French",,,"May, 1939",,FALSE,,1939,,"cat","2015-10-27 00:00:00"
8578,"SP0016","SP0016_005",,4578,"SP0016_005.pdf","report","Geologic report on Silver Leaf properties-Keep Cool mine.",0,"T. French",,,"Jan. 21, 1938",,FALSE,,1938,,"cat","2015-10-27 00:00:00"
8579,"SP0016","SP0016_006",,1530,"SP0016_006.pdf","report","Excerpts from data pertaining to the Silver Leaf Mines Corp. -Keep Cool mine.",0,,,,"undated",,FALSE,,,,"cat","2015-10-27 00:00:00"
8580,"SP0016","SP0016_007",,1138,"SP0016_007.pdf","miscellaneous","Questionaire.",0,,,,"Mar. 30, 1932",,FALSE,,1932,,"cat","2015-10-27 00:00:00"
8581,"SP0016","SP0016_008",,1588,"SP0016_008.pdf","miscellaneous","General info; mill flow chart.",0,,,,,,FALSE,,,,"cat","2015-10-27 00:00:00"
8582,"SP0016","SP0016_009",,2022,"SP0016_009.pdf","map","Lakeview District claim map.",1,"P.H., G.O.; D.A.",,,"1968-1972",,FALSE,,1968,"Sunshine Mining","cat","2015-10-27 00:00:00"
8583,"SP0016","SP0016_010",,1054,"SP0016_010.pdf","map","Claim map.",1,"R.B. Thomas",,,"May 18, 1929",,FALSE,,1929,,"cat","2015-10-27 00:00:00"
8584,"SP0016","SP0016_011",,3227,"SP0016_011.pdf","map","Based on survey by C. Biesel. Map of Keep Cool underground workings.",1,,,,"1936",,FALSE,,1936,"Silver Leaf Mines","cat","2015-10-27 00:00:00"
8585,"SP0016","SP0016_012",,83,"SP0016_012.pdf","image","End of Silver Leaf #1 Adit.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-27 00:00:00"
8586,"SP0016","SP0016_013",,71,"SP0016_013.pdf","image","Silver Leaf Adit #3.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-27 00:00:00"
8587,"SP0016","SP0016_014",,78,"SP0016_014.pdf","image","Water joining creek.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-27 00:00:00"
8588,"SP0016","SP0016_015",,89,"SP0016_015.pdf","image","Adit #1.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-27 00:00:00"
8589,"SP0016","SP0016_016",,920,"SP0016_016.pdf","report","USBM Mineral Industry Survey.",0,"G.R. Reed",,,"Aug., 1946",,FALSE,,1946,,"cat","2015-12-09 00:00:00"
8590,"SP0017","SP0017_001",,4735,"SP0017_001.pdf","Forest Service report","USFS Site Inspection report for Abandoned and Inactive Mines in Idaho.",0,"J. Kauffman/W.C.R.",,,"Sep. 26, 1996",,FALSE,,1996,,"cat","2015-10-27 00:00:00"
8591,"SP0017","SP0017_002",,67,"SP0017_002.pdf","image","Looking North up face of dump along edge of clear cut (to right).",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-27 00:00:00"
8592,"SP0017","SP0017_003",,64,"SP0017_003.pdf","image","More distant view of dump taken from creek level.",0,,,,"1996",,FALSE,,1996,,"cat","2015-10-27 00:00:00"
8593,"SP0018","SP0018_001",,38430,"SP0018_001.pdf","Idaho State Mine Inspector Report","Pittsburg Mining; Lakeview Silver Mines; Conjecture Mines; Federal Uranium; Federal Resources",0,,,,"1905-1963",,FALSE,,1905,"Lakeview Mining and Milling","cat","2015-11-03 00:00:00"
8594,"SP0018","SP0018_002",,11938,"SP0018_002.pdf","report","Report on the Conjecture Mine, property of the Pittsburg Mining Company, including assays, equipment, geology and workings.",0,"T.C. Cunningham",,,"May 10, 1918",,FALSE,,1918,,"cat","2015-11-03 00:00:00"
8595,"SP0018","SP0018_007",,16343,"SP0018_007.pdf","news article","Collection of many newspaper clippings and articles.",0,,,,,,FALSE,,,,"cat","2015-11-03 00:00:00"
8596,"SP0018","SP0018_009",,5396,"SP0018_009.pdf","Forest Service report","USFS Site Inspection reports for Abandoned and Inactive Mines in Idaho.",0,"Kauffman",,,"Aug. 30, 1996",,FALSE,,1996,,"cat","2015-11-03 00:00:00"
8597,"SP0018","SP0018_010",,6996,"SP0018_010.pdf","business entity report","Many corporate entity reports and some state certificates.",0,,,,,,FALSE,,,,"cat","2015-11-03 00:00:00"
8598,"SP0018","SP0018_011",,38716,"SP0018_011.pdf","lease and claim info","Correspondence, lease drafts, inventories etc.  between Conjecture Mines, Lakeview Consolidated Silver Mines, Sunshine Mining, Anaconda, and attorneys.",0,,,,"1975-1977",,FALSE,,1975,,"cat","2015-11-03 00:00:00"
8599,"SP0018","SP0018_012",,21444,"SP0018_012.pdf","report","Draft of geologic report including several mines; second report attatched.",0,"R.A. Forrest",,,"Apr., 1975",,FALSE,,1975,"Sunshine Mining","cat","2015-11-03 00:00:00"
8600,"SP0018","SP0018_013",,9215,"SP0018_013.pdf","report","An evaluation of the Conjecture Mine.",0,"R.P. Full",,,"Feb. 5, 1964",,FALSE,,1964,,"cat","2015-11-03 00:00:00"
8601,"SP0018","SP0018_014",,9359,"SP0018_014.pdf","report","An evaluation of the Conjecture Mine property.",0,"D. Avery",,,"Oct. 31, 1973",,FALSE,,1973,"Sunshine Mining","cat","2015-11-03 00:00:00"
8602,"SP0018","SP0018_015",,4491,"SP0018_015.pdf","report","Geochemical survey of Lakeview Conjecture claim area. Includes memo from M.W. Cox to C.E. Nelson.",0,"R. Forrest",,,"1974-1975",,FALSE,,1974,"Sunshine Mining","cat","2015-11-03 00:00:00"
8603,"SP0018","SP0018_016",,71459,"SP0018_016.pdf","lease and claim info","Correspondence and lease agreements between Sunshine Mining, Conjecture Mines, and Lakeview Consolidated Silver Mines.",0,,,,"1975-1977",,FALSE,,1975,,"cat","2015-11-03 00:00:00"
8604,"SP0018","SP0018_017",,191,"SP0018_017.pdf","miscellaneous","Tables with facts about Conjecture Mine.",0,,,,,,FALSE,,,,"cat","2015-11-03 00:00:00"
8605,"SP0018","SP0018_018",,4902,"SP0018_018.pdf","correspondence","Memo to R.A. Ford reviewing Conjecture Mine.",0,"K.J. Droste",,,"Apr. 29, 1970",,FALSE,,1970,,"cat","2015-11-03 00:00:00"
8606,"SP0018","SP0018_019",,814,"SP0018_019.pdf","correspondence","Letter to F.H. Howell concerning joint development of Conjecture Mine.",0,"K.J. Droste",,,"May 13, 1970",,FALSE,,1970,"Bunker Hill","cat","2015-11-03 00:00:00"
8607,"SP0018","SP0018_020",,426,"SP0018_020.pdf","news article","Spokesman Review clipping announcing completion of agreement between Idaho Lakeview and Sunshine Mining.",0,,,,"Jun. 16, 1976",,FALSE,,1976,,"cat","2015-11-03 00:00:00"
8608,"SP0018","SP0018_021",,303,"SP0018_021.pdf","report","Calculation of ore reserves.",0,,,,"Nov. 6, 1963",,FALSE,,1963,,"cat","2015-11-03 00:00:00"
8609,"SP0018","SP0018_022",,2548,"SP0018_022.pdf","correspondence","Memo to R.H. McConnel about Federal Resources operations at Conjecture Mine.",0,"T. Klobusicky",,,"Feb. 13, 1961",,FALSE,,1961,,"cat","2015-11-03 00:00:00"
8610,"SP0018","SP0018_023",,1589,"SP0018_023.pdf","miscellaneous","Report to shareholders.",0,,,,"Oct. 31, 1961",,FALSE,,1961,"Federal Resources","cat","2015-11-03 00:00:00"
8611,"SP0018","SP0018_024",,1145,"SP0018_024.pdf","correspondence","Memo to R.H. McConnel about personal investigation of Conjecture Mine; includes maps.",2,"A.E. Nugent",,,"Oct. 25, 1955",,FALSE,,1955,,"cat","2015-11-03 00:00:00"
8612,"SP0018","SP0018_025",,1442,"SP0018_025.pdf","correspondence","Letter to J.B. Haffner about developments at Conjecture; includes map of structural relationships.",0,"R.H. McConnel",,,"Apr. 16, 1955",,FALSE,,1955,,"cat","2015-11-03 00:00:00"
8613,"SP0018","SP0018_026",,906,"SP0018_026.pdf","miscellaneous","Report to shareholders.",0,,,,"Feb. 20, 1961",,FALSE,,1961,"Federal Resources","cat","2015-11-03 00:00:00"
8614,"SP0018","SP0018_027",,786,"SP0018_027.pdf","correspondence","Memo to J.B. Haffner-notes on Conjecture Mine.",0,"R.H. McConnel",,,"Jul. 25, 1951",,FALSE,,1951,,"cat","2015-11-03 00:00:00"
8615,"SP0018","SP0018_028",,753,"SP0018_028.pdf","map","Mine map showing stopes and formations.",1,,,,,,FALSE,,,"Federal Uranium","cat","2015-11-03 00:00:00"
8616,"SP0018","SP0018_029",,4902,"SP0018_029.pdf","correspondence","Memo to K.J. Droste detailing history, workings, equipment, geology, etc.",0,"R.A. Ford",,,"Apr. 29, 1970",,FALSE,,1970,,"cat","2015-11-03 00:00:00"
8617,"SP0018","SP0018_030",,601,"SP0018_030.pdf","report","Lead-zinc study.",0,"Kauffman",,,"Sep., 1975",,FALSE,,1975,,"cat","2015-11-03 00:00:00"
8618,"SP0018","SP0018_031",,1477,"SP0018_031.pdf","news article","Collection of newspaper clippings.",0,,,,,,FALSE,,,,"cat","2015-11-03 00:00:00"
8619,"SP0018","SP0018_032",,2822,"SP0018_032.pdf","map","Composite mine map.",1,"T.K.",,,"Feb., 1961",,FALSE,,1961,,"cat","2015-11-03 00:00:00"
8620,"SP0018","SP0018_033",,2177,"SP0018_033.pdf","map","Generalized geologic map.",1,"Newman",,,"Mar. 29, 1963",,FALSE,,1963,"Federal Uranium","cat","2015-11-03 00:00:00"
8621,"SP0018","SP0018_034",,230,"SP0018_034.pdf","image","Picture of Conjecture.",0,,,,,,FALSE,,,,"cat","2015-11-03 00:00:00"
8622,"SP0018","SP0018_035",,2181,"SP0018_035.pdf","map","Geology of the Lakeview Mining District (Plate 1).",1,"P. Kun",,,"1969",,FALSE,,1969,,"cat","2015-11-03 00:00:00"
8623,"SP0018","SP0018_036",,240,"SP0018_036.pdf","map","Cross sections for SP0018_035.",1,,,,,,FALSE,,,,"cat","2015-11-03 00:00:00"
8624,"SP0018","SP0018_037",,819,"SP0018_037.pdf","map","Plate 3 (SP0018_35 & SP0018_036):  Geologic mine and composite map of the main, 100, 200, 700, 1200, and 1400 leves of Idaho Lakeview Mine.",1,,,,,,FALSE,,,,"cat","2015-11-03 00:00:00"
8625,"SP0018","SP0018_038",,1574,"SP0018_038.pdf","map","Plate 4 for SP0018_035:  Geologic and composite mine map of the Conjecture Mine area.",1,,,,,,FALSE,,,,"cat","2015-11-03 00:00:00"
8626,"SP0018","SP0018_039",,551,"SP0018_039.pdf","map","Plate 5 for SP0018_035:  Cross section of Conjecture Mine area.",1,,,,,,FALSE,,,,"cat","2015-11-03 00:00:00"
8627,"SP0018","SP0018_040",,1301,"SP0018_040.pdf","map","Plate 6 for SP0018_35:  Geologic, composite mine, and cross-section map of the open pit, Nos. 2, 21/2, 4, & 4 adits, Weber Mine.",1,,,,,,FALSE,,,,"cat","2015-11-03 00:00:00"
8628,"SP0018","SP0018_041",,332,"SP0018_041.pdf","correspondence","Memo to C.E. Nelson and C.L. Miller concerning visit by 3M.",0,"D.C. Long",,,"Oct. 17, 1975",,FALSE,,1975,"Sunshine Mining","cat","2015-11-03 00:00:00"
8629,"SP0018","SP0018_042",,341,"SP0018_042.pdf","correspondence","Letter to D. Long concerning co-venture at Lakeview property.",0,"G.E. McKelvey",,,"Sep. 30, 1975",,FALSE,,1975,"Homestake Mining","cat","2015-11-03 00:00:00"
8630,"SP0018","SP0018_043",,245,"SP0018_043.pdf","correspondence","Letter to D. Long concerning earlier visit.",0,"J.W. Santos",,,"Sep. 29, 1975",,FALSE,,1975,"Teck Resources U.S.","cat","2015-11-03 00:00:00"
8631,"SP0018","SP0018_044",,520,"SP0018_044.pdf","miscellaneous","Letter to stockholders.",0,,,,"Jul. 16, 1964",,FALSE,,1964,"Conjecture Mines","cat","2015-12-28 00:00:00"
8632,"SP0018","SP0018_045",,8339,"SP0018_045.pdf","map","Large geologic stope map containing assay values.",1,,,,"undated",,FALSE,,,,"HC","2016-01-27 00:00:00"
8633,"SP0019","SP0019_002",,867,"SP0019_002.pdf","correspondence","To D. Long regarding SEC policy and offering Lakeview Consolidated shares.",0,"P. Hull",,,"Jun. 19, 1981",,FALSE,,1981,,"cat","2015-11-12 00:00:00"
8634,"SP0019","SP0019_003",,292,"SP0019_003.pdf","map","Section N 3 deg. W looking NE.",1,,,,"Jun. 2, 1971",,FALSE,,1971,"Sunshine Mining","cat","2015-11-12 00:00:00"
8635,"SP0019","SP0019_004",,4440,"SP0019_004.pdf","report","Lead-Zinc Study of Idaho Lakeview Mine. Includes photos and MAS.",0,"Kauffman",,,"1975",,FALSE,,1975,,"cat","2015-11-12 00:00:00"
8636,"SP0019","SP0019_005",,1056,"SP0019_005.pdf","lease and claim info","Addendum to agreement between Lakeview-Sunshine & Scheller.",0,,,,"Feb. 27, 1981",,FALSE,,1981,,"cat","2015-11-12 00:00:00"
8637,"SP0019","SP0019_006",,480,"SP0019_006.pdf","map","Hewer Mine, Idaho Lakeview lease attachment showing areas and precentages.",1,"D.C.L.",,,"Feb., 1981",,FALSE,,1981,"Sunshine Mining","cat","2015-11-12 00:00:00"
8638,"SP0019","SP0019_007",,234,"SP0019_007.pdf","correspondence","To E.V. Howard about reciept of money and operating agreement.",0,"F.C. Drumheller",,,"Jan. 20, 1981",,FALSE,,1981,"Drumheller Estates","cat","2015-11-13 00:00:00"
8639,"SP0019","SP0019_008",,486,"SP0019_008.pdf","correspondence","Regarding Forest Garrett removing restrictive legend from stock.",0,"L.R. Higgins",,,"Jun. 18, 1981",,FALSE,,1981,"Sunshine Mining","cat","2015-11-13 00:00:00"
8640,"SP0019","SP0019_009",,280,"SP0019_009.pdf","correspondence","Inquiry to E.V. Howard about removing legend from stock.",0,"S.K. Barrett",,,"Nov. 7, 1981",,FALSE,,1981,,"cat","2015-11-13 00:00:00"
8641,"SP0019","SP0019_010",,883,"SP0019_010.pdf","correspondence","To D. Long concerning SEC regulations of stock release.",0,"P. Hill",,,"Jun. 19, 1981",,FALSE,,1981,,"cat","2015-11-13 00:00:00"
8642,"SP0019","SP0019_011",,498,"SP0019_011.pdf","correspondence","Internal memo describing options for releasing stock for trade. Mentions another party wanting 'under the table or behind the back stock' to provide service.",0,"L.R. Higgins",,,"Jun. 18, 1981",,FALSE,,1981,"Sunshine Mining","cat","2015-11-13 00:00:00"
8643,"SP0019","SP0019_012",,175,"SP0019_012.pdf","miscellaneous","Handwitten notes about making stock public.",0,,,,,,FALSE,,,,"cat","2015-11-13 00:00:00"
8644,"SP0019","SP0019_013",,1596,"SP0019_013.pdf","lease and claim info","Ammendment to agreement between Lakeview-Sunshine & Scheller. Includes map.",0,,,,"Feb. 27, 1981",,FALSE,,1981,,"cat","2015-11-13 00:00:00"
8645,"SP0019","SP0019_014",,783,"SP0019_014.pdf","correspondence","Meeting discussing registration and proposed sale of 3,000,000 shares of stock to publick.",0,"D.C. Long",,,"Nov. 17, 1980",,FALSE,,1980,"Sunshine Mining","cat","2015-11-13 00:00:00"
8646,"SP0019","SP0019_015",,6014,"SP0019_015.pdf","lease and claim info","Lease agreement between Scheller, Lakeview Consilidated Silver, and Sunshine Mining.",0,,,,"Jul. 16, 1979",,FALSE,,1979,,"cat","2015-11-13 00:00:00"
8647,"SP0019","SP0019_016",,753,"SP0019_016.pdf","correspondence","To D. Long about legal position of Sunshine and Lakeview Consilidated.",0,"P. Hull",,,"Aug. 13, 1979",,FALSE,,1979,,"cat","2015-11-13 00:00:00"
8648,"SP0019","SP0019_017",,354,"SP0019_017.pdf","correspondence","Bill to Lakeview Consolidated Silver.",0,"E.V. Howard",,,"Jan. 16, 1981",,FALSE,,1981,"Sunshine Mining","cat","2015-11-13 00:00:00"
8649,"SP0019","SP0019_018",,268,"SP0019_018.pdf","report","Idaho Lakeview Mine financial report for 1980.",0,,,,"1980",,FALSE,,1980,"Shoshone Silver Mining","cat","2015-11-13 00:00:00"
8650,"SP0019","SP0019_019",,2117,"SP0019_019.pdf","lease and claim info","Identure between Lakeview Consolidated Silver and Sunshine Mining.",0,,,,"Apr. 23, 1975",,FALSE,,1975,,"cat","2015-11-13 00:00:00"
8651,"SP0019","SP0019_020",,607,"SP0019_020.pdf","report","Idaho Lakeview Mine Report for 1981",0,,,,"Aug. 24, 1981",,FALSE,,1981,"Shoshone Silver Mining","cat","2015-11-13 00:00:00"
